
1	0	369	8	3.85	3.17
1	1	136	2	0	3.17
1	2	400	58	0	0.03
1	3	339	7	0.82	3.17
1	4	525	12	0	3.17
1	5	225	54	0	0.03
1	6	966	73	0	0.03
1	7	475	60	3.78	0.03
1	8	594	13	0	3.17
1	9	674	65	0	0.03
1	10	147	2	9.41	3.17
1	11	357	7	0.06	3.17
1	12	190	3	1.74	3.17
1	13	94	51	5.96	0.03
1	14	554	12	4.63	3.17
1	15	944	72	0	0.03
1	16	456	60	4.33	0.03
1	17	585	63	6.22	0.03
1	18	354	7	0.06	3.17
1	19	455	60	4.33	0.03
1	20	769	18	7.74	3.17
1	21	272	5	6.93	3.17
1	22	614	14	0	3.17
1	23	702	16	9.15	3.17
1	24	333	57	8.49	0.03
1	25	736	67	0	0.03
1	26	353	57	3.53	0.03
1	27	278	5	4.25	3.17
1	28	301	56	0	0.03
1	29	698	66	0	0.03
1	30	124	51	10.65	0.03
1	31	73	0	12.45	3.17
1	32	385	8	3.85	3.17
1	33	235	54	0	0.03
1	34	442	59	4.33	0.03
1	35	51	0	6.36	3.17
1	36	51	0	6.36	3.17
1	37	173	3	3.75	3.17
1	38	235	4	0	3.17
1	39	622	64	0	0.03
2	0	369	8	0	3.17
2	1	136	2	0	3.17
2	2	407	59	7.65	0.03
2	3	338	7	1.17	3.17
2	4	523	12	1.9	3.17
2	5	225	54	0	0.03
2	6	977	73	10.86	0.03
2	7	475	60	0	0.03
2	8	594	13	0	3.17
2	9	674	65	0	0.03
2	10	147	2	0	3.17
2	11	357	7	0	3.17
2	12	190	3	0	3.17
2	13	101	51	7.49	0.03
2	14	544	12	9.57	3.17
2	15	952	72	7.92	0.03
2	16	456	60	0	0.03
2	17	599	63	14.02	0.03
2	18	349	7	4.54	3.17
2	19	455	60	0	0.03
2	20	769	18	0	3.17
2	21	272	5	0	3.17
2	22	606	14	7.41	3.17
2	23	683	16	19.28	3.17
2	24	342	57	8.95	0.03
2	25	736	67	0	0.03
2	26	362	57	8.95	0.03
2	27	278	5	0	3.17
2	28	310	56	9	0.03
2	29	698	66	0	0.03
2	30	143	52	19.86	0.03
2	31	66	0	7.4	3.17
2	32	385	8	0	3.17
2	33	235	54	0	0.03
2	34	445	60	2.23	0.03
2	35	50	13	13.5	1.6
2	36	50	13	13.5	1.6
2	37	173	3	0	3.17
2	38	223	4	12.39	3.17
2	39	622	64	0	0.03
3	0	369	8	0	3.17
3	1	133	2	2.83	3.17
3	2	422	59	14.86	0.03
3	3	338	7	0	3.17
3	4	514	11	9.25	3.17
3	5	225	54	0	0.03
3	6	988	73	10.83	0.03
3	7	483	61	8.22	0.03
3	8	589	13	5.12	3.17
3	9	674	65	0	0.03
3	10	141	2	5.51	3.17
3	11	357	7	0	3.17
3	12	190	3	0	3.17
3	13	121	51	20.03	0.03
3	14	530	12	14.07	3.17
3	15	959	73	7.36	0.03
3	16	456	60	0	0.03
3	17	608	64	9.61	0.03
3	18	349	7	0	3.17
3	19	455	60	0	0.03
3	20	759	17	10.57	3.17
3	21	263	5	8.33	3.17
3	22	606	14	0	3.17
3	23	654	15	29.01	3.17
3	24	344	57	2.32	0.03
3	25	740	67	3.88	0.03
3	26	365	58	2.32	0.03
3	27	278	5	0	3.17
3	28	310	56	0	0.03
3	29	698	66	0	0.03
3	30	172	53	28.36	0.03
3	31	55	0	10.78	3.17
3	32	379	8	6.22	3.17
3	33	235	54	0	0.03
3	34	445	60	0	0.03
3	35	50	28	14.69	1.6
3	36	50	28	14.69	1.6
3	37	172	3	0.92	3.17
3	38	223	4	0	3.17
3	39	634	64	11.84	0.03
4	0	369	8	0	3.17
4	1	129	1	4.36	3.17
4	2	433	59	10.71	0.03
4	3	338	7	0	3.17
4	4	502	11	11.55	3.17
4	5	225	54	0	0.03
4	6	995	74	13.94	0.03
4	7	483	61	0	0.03
4	8	583	13	6.17	3.17
4	9	674	65	0	0.03
4	10	141	2	0	3.17
4	11	357	7	0	3.17
4	12	190	3	0	3.17
4	13	142	52	20.78	0.03
4	14	519	11	11.55	3.17
4	15	974	73	15.45	0.03
4	16	462	60	5.94	0.03
4	17	621	64	12.16	0.03
4	18	349	7	0	3.17
4	19	459	60	3.5	0.03
4	20	735	17	23.48	3.17
4	21	251	5	12.28	3.17
4	22	606	14	0	3.17
4	23	654	15	0	3.17
4	24	346	57	2.52	0.03
4	25	746	67	5.31	0.03
4	26	370	58	5.72	0.03
4	27	268	5	9.47	3.17
4	28	311	56	1.76	0.03
4	29	703	66	5.58	0.03
4	30	194	53	22.46	0.03
4	31	51	0	16.82	3.17
4	32	377	8	1.84	3.17
4	33	235	54	0	0.03
4	34	445	60	0	0.03
4	35	50	50	22.69	1.6
4	36	50	49	21.26	1.6
4	37	172	3	0	3.17
4	38	223	4	0	3.17
4	39	638	64	4.23	0.03
5	0	369	8	0	3.17
5	1	121	1	7.88	3.17
