models=FreeWay	maxpausetime=10	minspeed=22	fixedacceleration=false	maps=FreeWay	dir1lanespace=0	height=500	lanenum=1	width=500	dir2lanespace=0	pointsX=50.0,500.0,500.0,	dir12space=50	pointsY=50.0,49.0,410.0,	maxacceleration=2	maxspeed=33	safedistanceratio=2.0	positiveaccratio=2.0	filenamegenerator=simple	seed=testnew	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=30	maxsimulationtime=11
Time	Node	PositionX	PositionY	Speed	Direction Angle
1	0	506	-1	0	3.14
1	1	550	218	0	-1.57
1	2	353	0	1.38	3.14
1	3	149	49	0.29	6.28
1	4	495	0	0.6	3.14
1	5	415	0	1.83	3.14
1	6	471	49	0.13	6.28
1	7	550	121	0	-1.57
1	8	550	20	0	-1.57
1	9	100	0	0.36	3.14
1	10	72	0	1.12	3.14
1	11	550	267	1.42	-1.57
1	12	118	49	0.3	6.28
1	13	116	49	0.55	6.28
1	14	160	49	1.82	6.28
1	15	500	191	0.71	1.57
1	16	78	49	0	6.28
1	17	550	81	0	-1.57
1	18	500	244	1.51	1.57
1	19	489	49	0.15	6.28
1	20	291	49	1.5	6.28
1	21	453	49	0.9	6.28
1	22	550	272	0	-1.57
1	23	550	368	1.54	-1.57
1	24	500	342	0.46	1.57
1	25	550	350	1.58	-1.57
1	26	448	0	0	3.14
1	27	500	146	1.09	1.57
1	28	550	182	1.45	-1.57
1	29	199	0	0	3.14
2	0	504	-1	1.34	3.14
2	1	550	217	0.34	-1.57
2	2	351	0	2.34	3.14
2	3	149	49	0	6.28
2	4	495	0	0	3.14
2	5	413	0	1.21	3.14
2	6	471	49	0.34	6.28
2	7	550	119	1.62	-1.57
2	8	550	20	0.56	-1.57
2	9	100	0	0	3.14
2	10	69	0	2.48	3.14
2	11	550	266	1.01	-1.57
2	12	119	49	1.16	6.28
2	13	117	49	0.64	6.28
2	14	161	49	0.65	6.28
2	15	500	193	1.89	1.57
2	16	78	49	0	6.28
2	17	550	79	1.3	-1.57
2	18	500	246	2.04	1.57
2	19	489	49	0	6.28
2	20	294	49	2.77	6.28
2	21	455	49	1.12	6.28
2	22	550	272	0	-1.57
2	23	550	366	1.84	-1.57
2	24	500	343	0.72	1.57
2	25	550	346	3.57	-1.57
2	26	448	0	0.48	3.14
2	27	500	146	0	1.57
2	28	550	180	1.53	-1.57
2	29	198	0	1.74	3.14
3	0	502	-1	2.53	3.14
3	1	550	216	0.86	-1.57
3	2	347	0	3.48	3.14
3	3	149	49	0	6.28
3	4	495	0	0.26	3.14
3	5	413	0	0.76	3.14
3	6	471	49	0.58	6.28
3	7	550	117	2.91	-1.57
3	8	550	18	1.95	-1.57
3	9	100	0	0	3.14
3	10	67	0	2.19	3.14
3	11	550	266	0	-1.57
3	12	122	49	2.48	6.28
3	13	119	49	2.4	6.28
3	14	163	49	2.06	6.28
3	15	500	196	3.4	1.57
3	16	78	49	0	6.28
3	17	550	78	1.31	-1.57
3	18	500	246	0.06	1.57
3	19	491	49	1.45	6.28
3	20	295	49	1.63	6.28
3	21	455	49	0.72	6.28
3	22	550	272	0	-1.57
3	23	550	364	2.18	-1.57
3	24	500	343	0.77	1.57
3	25	550	341	5.28	-1.57
3	26	447	0	0.83	3.14
3	27	500	146	0	1.57
3	28	550	178	1.74	-1.57
3	29	195	0	2.88	3.14
4	0	500	-1	2.02	3.14
4	1	550	215	1.47	-1.57
4	2	344	0	3.51	3.14
4	3	150	49	0.71	6.28
4	4	495	0	0	3.14
4	5	412	0	0.92	3.14
4	6	474	49	2.04	6.28
4	7	550	115	1.81	-1.57
4	8	550	17	1.05	-1.57
4	9	99	0	0.79	3.14
4	10	65	0	2.49	3.14
4	11	550	266	0	-1.57
4	12	125	49	3.56	6.28
4	13	120	49	0.8	6.28
4	14	166	49	2.92	6.28
4	15	500	201	5.2	1.57
4	16	80	49	1.24	6.28
4	17	550	77	1.31	-1.57
4	18	500	246	0	1.57
4	19	493	49	2.07	6.28
4	20	298	49	3.01	6.28
4	21	456	49	0.82	6.28
4	22	550	272	0	-1.57
4	23	550	363	1.13	-1.57
4	24	500	345	1.26	1.57
4	25	550	336	5.57	-1.57
4	26	445	0	2.14	3.14
4	27	500	146	0	1.57
4	28	550	175	3.1	-1.57
4	29	193	0	2.27	3.14
5	0	499	0	0.59	3.14
5	1	550	211	3.38	-1.57
5	2	340	0	3.98	3.14
5	3	152	49	1.7	6.28
5	4	494	0	0.9	3.14
5	5	411	0	0.92	3.14
5	6	476	49	2.16	6.28
5	7	550	111	3.55	-1.57
5	8	550	14	2.46	-1.57
5	9	97	0	2.39	3.14
5	10	64	0	0.52	3.14
5	11	550	265	0.5	-1.57
5	12	128	49	2.29	6.28
5	13	122	49	2.22	6.28
5	14	168	49	2.94	6.28
5	15	500	207	5.26	1.57
5	16	81	49	1.13	6.28
5	17	550	74	2.71	-1.57
5	18	500	246	0	1.57
5	19	495	49	1.9	6.28
5	20	300	49	1.87	6.28
5	21	456	49	0	6.28
5	22	550	271	0.51	-1.57
5	23	550	361	2.02	-1.57
5	24	500	345	0.28	1.57
5	25	550	331	5.08	-1.57
5	26	441	0	3.82	3.14
5	27	500	147	1.41	1.57
5	28	550	170	4.94	-1.57
5	29	192	0	0.5	3.14
6	0	498	0	0.77	3.14
6	1	550	207	4.38	-1.57
6	2	335	0	5.19	3.14
6	3	153	49	0.93	6.28
6	4	493	0	0.87	3.14
6	5	409	0	2	3.14
6	6	477	49	1.49	6.28
6	7	550	106	4.73	-1.57
6	8	550	10	4.34	-1.57
6	9	93	0	4.31	3.14
6	10	64	0	0	3.14
6	11	550	263	2.23	-1.57
6	12	132	49	3.95	6.28
6	13	124	49	2.3	6.28
6	14	170	49	1.83	6.28
6	15	500	212	5.12	1.57
6	16	81	49	0	6.28
6	17	550	72	1.68	-1.57
6	18	500	246	0	1.57
6	19	496	49	1.68	6.28
6	20	302	49	1.52	6.28
6	21	456	49	0	6.28
6	22	550	271	0	-1.57
6	23	550	359	2.04	-1.57
6	24	500	346	0.67	1.57
6	25	550	327	3.69	-1.57
6	26	437	0	4.22	3.14
6	27	500	149	1.6	1.57
6	28	550	164	6.22	-1.57
6	29	190	0	2.45	3.14
7	0	498	0	0	3.14
7	1	550	201	5.87	-1.57
7	2	328	0	6.78	3.14
7	3	153	49	0	6.28
7	4	492	0	1.23	3.14
7	5	405	0	3.48	3.14
7	6	478	49	1.08	6.28
7	7	550	100	6.03	-1.57
7	8	550	6	3.97	-1.57
7	9	88	0	4.94	3.14
7	10	63	0	1.52	3.14
7	11	550	261	2.48	-1.57
7	12	136	49	4.07	6.28
7	13	127	49	2.81	6.28
7	14	174	49	3.23	6.28
7	15	500	217	5.79	1.57
7	16	81	49	0	6.28
7	17	550	72	0.13	-1.57
7	18	500	247	1.55	1.57
7	19	499	49	3.26	6.28
7	20	302	49	0.34	6.28
7	21	458	49	1.99	6.28
7	22	550	270	1.14	-1.57
7	23	550	356	2.99	-1.57
7	24	500	348	2.39	1.57
7	25	550	324	3.28	-1.57
7	26	432	0	5.31	3.14
7	27	500	151	2.08	1.57
7	28	550	157	7.64	-1.57
7	29	187	0	3.04	3.14
8	0	498	0	0	3.14
8	1	550	195	6.21	-1.57
8	2	321	0	7.04	3.14
8	3	155	49	1.99	6.28
8	4	491	0	0.78	3.14
8	5	401	0	4.31	3.14
8	6	481	49	2.69	6.28
8	7	550	93	7.64	-1.57
8	8	550	2	4.25	-1.57
8	9	81	0	6.52	3.14
8	10	60	0	3.11	3.14
8	11	550	256	4.14	-1.57
8	12	140	49	4.83	6.28
8	13	130	49	3.05	6.28
8	14	177	49	3.74	6.28
8	15	500	222	4.21	1.57
8	16	81	49	0	6.28
8	17	550	72	0	-1.57
8	18	500	250	2.41	1.57
8	19	500	49	5.2	6.28
8	20	302	49	0	6.28
8	21	461	49	2.99	6.28
8	22	550	268	2.22	-1.57
8	23	550	355	1.11	-1.57
8	24	500	350	1.52	1.57
8	25	550	319	5.05	-1.57
8	26	427	0	4.57	3.14
8	27	500	153	2.5	1.57
8	28	550	149	7.56	-1.57
8	29	185	0	1.43	3.14
9	0	497	0	1.28	3.14
9	1	550	188	6.56	-1.57
9	2	316	0	5.07	3.14
9	3	157	49	2.52	6.28
9	4	489	0	1.9	3.14
9	5	396	0	4.5	3.14
9	6	484	49	2.84	6.28
9	7	550	85	7.86	-1.57
9	8	550	-1	4.23	-1.57
9	9	73	0	8.29	3.14
9	10	56	0	3.08	3.14
9	11	550	253	3.43	-1.57
9	12	145	49	4.11	6.28
9	13	135	49	4.87	6.28
9	14	182	49	4.64	6.28
9	15	500	225	3.56	1.57
9	16	82	49	1.63	6.28
9	17	550	72	0.46	-1.57
9	18	500	251	1.82	1.57
9	19	500	55	6.42	1.57
9	20	304	49	1.56	6.28
9	21	466	49	4.68	6.28
9	22	550	267	1.26	-1.57
9	23	550	354	0.91	-1.57
9	24	500	353	3.03	1.57
9	25	550	315	3.25	-1.57
9	26	422	0	5.01	3.14
9	27	500	157	3.79	1.57
9	28	550	143	6.41	-1.57
9	29	185	0	0	3.14
10	0	497	0	0.48	3.14
10	1	550	182	6.03	-1.57
10	2	312	0	3.81	3.14
10	3	161	49	3.67	6.28
10	4	486	0	3.37	3.14
10	5	391	0	5.18	3.14
10	6	488	49	4.47	6.28
10	7	550	84	1.33	-1.57
10	8	550	-1	5.87	3.14
10	9	66	0	6.65	3.14
10	10	53	0	3.89	3.14
10	11	550	248	4.47	-1.57
10	12	148	49	3.76	6.28
10	13	140	49	5.29	6.28
10	14	187	49	5.42	6.28
10	15	500	227	2.07	1.57
10	16	85	49	2.28	6.28
10	17	550	70	1.33	-1.57
10	18	500	252	0.76	1.57
10	19	500	62	7.45	1.57
10	20	307	49	2.92	6.28
10	21	471	49	4.91	6.28
10	22	550	265	1.91	-1.57
10	23	550	354	0	-1.57
10	24	500	356	3.18	1.57
10	25	550	312	3.3	-1.57
10	26	418	0	4.28	3.14
10	27	500	161	4.03	1.57
10	28	550	135	7.96	-1.57
10	29	185	0	0.46	3.14
11	0	496	0	0.54	3.14
11	1	550	178	4.5	-1.57
11	2	307	0	4.54	3.14
11	3	165	49	3.72	6.28
11	4	484	0	1.76	3.14
11	5	388	0	3.56	3.14
11	6	494	49	5.95	6.28
11	7	550	81	2.57	-1.57
11	8	542	-1	7.16	3.14
11	9	61	0	5.04	3.14
11	10	49	0	4.57	3.14
11	11	550	242	6.32	-1.57
11	12	154	49	5.53	6.28
11	13	146	49	5.53	6.28
11	14	193	49	6.08	6.28
11	15	500	230	2.45	1.57
11	16	87	49	2.95	6.28
11	17	550	69	0.88	-1.57
11	18	500	255	2.61	1.57
11	19	500	69	6.27	1.57
11	20	308	49	1.86	6.28
11	21	476	49	5.75	6.28
11	22	550	263	1.72	-1.57
11	23	550	352	1.99	-1.57
11	24	500	360	4.05	1.57
11	25	550	309	3.06	-1.57
11	26	412	0	5.58	3.14
11	27	500	167	5.27	1.57
11	28	550	126	8.65	-1.57
11	29	184	0	0.56	3.14
