models=FreeWay	maxpausetime=15	minspeed=5	fixedacceleration=false	maps=FreeWay	dir1lanespace=50	height=500	lanenum=2	width=500	dir2lanespace=50	pointsX=50.0,50.0,301.0,388.0,	dir12space=50	pointsY=50.0,340.0,340.0,435.0,	maxacceleration=2	maxspeed=10	safedistanceratio=2.0	positiveaccratio=2.0	filenamegenerator=simple	seed=testtm	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=30	maxsimulationtime=200
Time	Node	PositionX	PositionY	Speed	Direction Angle
1	0	255	290	1.21	0
1	1	100	89	0.45	1.57
1	2	150	166	1.71	-1.57
1	3	150	154	0	-1.57
1	4	100	144	0.9	1.57
1	5	421	249	0.76	3.97
1	6	251	290	0.96	0
1	7	142	290	0	0
1	8	143	290	0	0
1	9	50	113	0	1.57
1	10	200	125	1.32	4.71
1	11	233	340	0	0
1	12	147	290	0.15	0
1	13	419	247	0.43	3.97
1	14	50	263	1.78	1.57
1	15	287	190	0.61	3.14
1	16	197	240	0.03	3.14
1	17	150	126	1.79	-1.57
1	18	50	93	0	1.57
1	19	150	150	0	-1.57
1	20	243	290	0.77	0
1	21	284	190	0.38	3.14
1	22	377	424	0.86	0.83
1	23	150	149	0	-1.57
1	24	199	161	0	4.71
1	25	278	290	0	0
1	26	200	76	1.04	-1.57
1	27	150	63	1.57	-1.57
1	28	457	288	0	3.97
1	29	275	190	0	3.14
2	0	256	290	1.37	0
2	1	100	91	1.98	1.57
2	2	150	165	1.01	-1.57
2	3	150	153	0.61	-1.57
2	4	100	144	0.29	1.57
2	5	420	248	1.19	3.97
2	6	251	290	0	0
2	7	143	290	1.38	0
2	8	145	290	1.95	0
2	9	50	113	0	1.57
2	10	200	123	2.15	4.71
2	11	233	340	0.47	0
2	12	147	290	0	0
2	13	419	247	0	3.97
2	14	50	264	0.63	1.57
2	15	287	190	0	3.14
2	16	196	240	0.83	3.14
2	17	150	123	2.93	-1.57
2	18	50	94	0.87	1.57
2	19	150	150	0.79	-1.57
2	20	244	290	1.03	0
2	21	284	190	0	3.14
2	22	377	424	0	0.83
2	23	150	149	0	-1.57
2	24	199	161	0	4.71
2	25	279	290	1.2	0
2	26	200	76	0	-1.57
2	27	150	62	1.6	-1.57
