models=FreeWay	maxpausetime=10	minspeed=5	fixedacceleration=false	maps=FreeWay	dir1lanespace=40	height=500	lanenum=2	width=500	dir2lanespace=0	pointsX=50.0,50.0,200.0,	dir12space=0	pointsY=50.0,340.0,340.0,	maxacceleration=2	maxspeed=10	safedistanceratio=2.0	positiveaccratio=2.0	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=2	maxsimulationtime=60
Time	Node	PositionX	PositionY	Speed	Direction Angle
1	0	10	165	0	-1.57
1	1	10	118	1.14	-1.57
2	0	10	165	0	-1.57
2	1	10	116	2.04	-1.57
3	0	10	165	0	-1.57
3	1	10	113	2.98	-1.57
4	0	10	164	0.94	-1.57
4	1	10	110	3.51	-1.57
5	0	10	164	0.53	-1.57
5	1	10	106	3.58	-1.57
6	0	10	162	1.66	-1.57
6	1	10	103	2.68	-1.57
7	0	10	159	2.44	-1.57
7	1	10	99	3.94	-1.57
8	0	10	156	3.14	-1.57
8	1	10	96	3.47	-1.57
9	0	10	152	4.03	-1.57
9	1	10	93	3.1	-1.57
10	0	10	147	5.66	-1.57
10	1	10	89	3.97	-1.57
11	0	10	141	5.16	-1.57
11	1	10	83	5.6	-1.57
12	0	10	135	6.79	-1.57
12	1	10	77	6.46	-1.57
13	0	10	126	8.36	-1.57
13	1	10	69	7.32	-1.57
14	0	10	116	10	-1.57
14	1	10	61	8.7	-1.57
15	0	10	106	10	-1.57
15	1	10	53	7.61	-1.57
16	0	10	96	10	-1.57
16	1	10	50	8.79	-1.57
17	0	10	86	10	-1.57
17	1	10	50	10	0
18	0	10	76	10	-1.57
18	1	20	50	10	0
19	0	10	66	10	-1.57
19	1	30	50	10	0
20	0	10	56	10	-1.57
20	1	40	50	10	0
21	0	10	50	9.23	-1.57
21	1	48	50	8.94	0
22	0	10	50	10	0
22	1	58	50	10	0
23	0	18	50	8.16	0
23	1	68	50	9.23	0
24	0	25	50	7.16	0
24	1	77	50	9.36	0
25	0	31	50	5.69	0
25	1	85	50	8.22	0
26	0	38	50	7.32	0
26	1	90	50	8.55	0
27	0	47	50	8.95	0
27	1	90	50	10	1.57
28	0	50	50	9.21	0
28	1	90	60	10	1.57
29	0	50	50	10	1.57
29	1	90	70	10	1.57
30	0	50	59	9.39	1.57
30	1	90	80	10	1.57
31	0	50	69	9.75	1.57
31	1	90	90	10	1.57
32	0	50	79	10	1.57
32	1	90	100	10	1.57
33	0	50	87	8.14	1.57
33	1	90	109	9.25	1.57
34	0	50	96	9.52	1.57
34	1	90	119	10	1.57
35	0	50	106	10	1.57
35	1	90	128	8.77	1.57
36	0	50	116	10	1.57
36	1	90	138	10	1.57
37	0	50	126	9.84	1.57
37	1	90	147	9.51	1.57
38	0	50	135	9.19	1.57
38	1	90	157	9.52	1.57
39	0	50	145	10	1.57
39	1	90	166	9.59	1.57
40	0	50	155	10	1.57
40	1	90	176	10	1.57
41	0	50	165	10	1.57
41	1	90	186	10	1.57
42	0	50	175	10	1.57
42	1	90	196	9.92	1.57
43	0	50	185	10	1.57
43	1	90	206	9.67	1.57
44	0	50	195	9.79	1.57
44	1	90	216	9.92	1.57
45	0	50	205	10	1.57
45	1	90	226	10	1.57
46	0	50	214	8.95	1.57
46	1	90	236	10	1.57
47	0	50	224	10	1.57
47	1	90	244	8.46	1.57
48	0	50	234	10	1.57
48	1	90	253	9	1.57
49	0	50	243	8.65	1.57
49	1	90	262	8.58	1.57
50	0	50	252	9.78	1.57
50	1	90	270	8.55	1.57
51	0	50	262	10	1.57
51	1	90	279	9.21	1.57
52	0	50	272	10	1.57
52	1	90	289	9.63	1.57
53	0	50	282	10	1.57
53	1	90	298	8.73	1.57
54	0	50	292	9.8	1.57
54	1	90	300	8.14	1.57
55	0	50	302	10	1.57
55	1	97	302	8.18	0.26
56	0	50	312	10	1.57
56	1	107	304	9.83	0.26
57	0	50	322	10	1.57
57	1	117	307	10	0.26
58	0	50	332	10	1.57
58	1	126	309	10	0.26
59	0	50	340	10	1.57
59	1	136	312	10	0.26
60	0	50	340	8.87	0
60	1	146	314	10	0.26
