
1	0	342	49	0.33	6.28
1	1	218	49	0	6.28
1	2	89	-100	1.07	3.14
1	3	500	63	0.86	1.57
1	4	650	203	0.53	-1.57
1	5	500	335	0.5	1.57
1	6	175	49	0	6.28
1	7	403	49	0	6.28
1	8	338	49	1.36	6.28
1	9	650	34	0.47	-1.57
1	10	469	-100	1.85	3.14
1	11	360	-100	0	3.14
1	12	500	207	1.71	1.57
1	13	650	-36	1.48	-1.57
1	14	500	286	0	1.57
1	15	500	198	1.99	1.57
1	16	100	49	0.08	6.28
1	17	500	390	0	1.57
1	18	258	49	0.58	6.28
1	19	650	-101	1.95	-1.57
1	20	500	209	1.58	1.57
1	21	105	49	0.17	6.28
1	22	281	49	0	6.28
1	23	180	49	0.7	6.28
1	24	264	-100	1.84	3.14
1	25	650	4	0.42	-1.57
1	26	301	-100	0.37	3.14
1	27	650	198	0	-1.57
1	28	146	-100	0	3.14
1	29	245	-100	1.51	3.14
1	30	192	49	0	6.28
1	31	650	6	0.22	-1.57
1	32	368	49	0.52	6.28
1	33	485	49	1.5	6.28
1	34	650	-39	0	-1.57
1	35	520	-101	0	3.14
1	36	212	49	0.61	6.28
1	37	90	49	0.76	6.28
1	38	500	265	0	1.57
1	39	195	49	0.67	6.28
1	40	165	49	0.03	6.28
1	41	388	49	0.01	6.28
1	42	650	296	0	-1.57
1	43	650	205	0	-1.57
1	44	234	49	0	6.28
1	45	498	-100	0.75	3.14
1	46	650	-8	1.36	-1.57
1	47	500	216	0	1.57
1	48	500	306	0	1.57
1	49	650	20	0.87	-1.57
2	0	343	49	1.29	6.28
2	1	218	49	0	6.28
2	2	87	-100	2.68	3.14
2	3	500	64	1.29	1.57
2	4	650	203	0	-1.57
2	5	500	336	1.04	1.57
2	6	176	49	1.13	6.28
2	7	403	49	0	6.28
2	8	338	49	0	6.28
2	9	650	32	2.38	-1.57
2	10	469	-100	0.07	3.14
2	11	359	-100	1.84	3.14
2	12	500	209	2.47	1.57
2	13	650	-37	1.56	-1.57
2	14	500	286	0.47	1.57
2	15	500	198	0.23	1.57
2	16	101	49	1.1	6.28
2	17	500	390	0	1.57
2	18	259	49	0.86	6.28
2	19	647	-101	2.33	3.14
2	20	500	212	2.6	1.57
2	21	105	49	0	6.28
2	22	282	49	0.53	6.28
2	23	183	49	2.63	6.28
2	24	261	-100	3.07	3.14
2	25	650	3	1.16	-1.57
2	26	300	-100	1.41	3.14
2	27	650	197	1.47	-1.57
2	28	146	-100	0	3.14
2	29	244	-100	1.52	3.14
2	30	192	49	0	6.28
2	31	650	5	1.46	-1.57
2	32	370	49	1.81	6.28
2	33	488	49	3.24	6.28
2	34	650	-41	1.35	-1.57
2	35	520	-101	0.49	3.14
2	36	212	49	0	6.28
2	37	92	49	2.17	6.28
2	38	500	266	0.79	1.57
2	39	197	49	1.17	6.28
2	40	166	49	1.52	6.28
2	41	388	49	0.46	6.28
2	42	650	296	0	-1.57
2	43	650	205	0	-1.57
2	44	235	49	0.4	6.28
2	45	496	-100	2.27	3.14
2	46	650	-9	1.1	-1.57
2	47	500	217	1.48	1.57
2	48	500	306	0.01	1.57
2	49	650	17	2.47	-1.57
3	0	344	49	0.69	6.28
3	1	219	49	1.83	6.28
3	2	82	-100	4.54	3.14
3	3	500	66	1.35	1.57
3	4	650	202	1.47	-1.57
3	5	500	337	0.91	1.57
3	6	178	49	1.63	6.28
3	7	403	49	0.51	6.28
3	8	339	49	0.39	6.28
3	9	650	28	3.32	-1.57
3	10	469	-100	0.2	3.14
3	11	356	-100	3.14	3.14
3	12	500	210	0.92	1.57
3	13	650	-38	0.99	-1.57
3	14	500	288	1.56	1.57
3	15	500	200	1.4	1.57
3	16	101	49	0.03	6.28
3	17	500	391	0.98	1.57
3	18	260	49	1.2	6.28
3	19	643	-101	3.96	3.14
3	20	500	214	2.31	1.57
3	21	105	49	0.03	6.28
3	22	283	49	1.43	6.28
3	23	187	49	4.57	6.28
3	24	256	-100	4.87	3.14
3	25	650	1	2	-1.57
3	26	298	-100	1.91	3.14
3	27	650	193	3.41	-1.57
3	28	146	-100	0	3.14
3	29	243	-100	1.2	3.14
3	30	192	49	0.86	6.28
3	31	650	5	0	-1.57
3	32	373	49	3.17	6.28
3	33	492	49	4.09	6.28
3	34	650	-44	2.76	-1.57
3	35	518	-101	1.81	3.14
3	36	212	49	0	6.28
3	37	92	49	0.25	6.28
3	38	500	268	2.52	1.57
3	39	199	49	2.66	6.28
3	40	168	49	1.3	6.28
3	41	388	49	0	6.28
3	42	650	294	1.7	-1.57
3	43	650	205	0.04	-1.57
3	44	235	49	0.25	6.28
3	45	492	-100	3.67	3.14
3	46	650	-9	0.46	-1.57
3	47	500	219	2.31	1.57
3	48	500	306	0	1.57
3	49	650	14	3.5	-1.57
4	0	346	49	1.95	6.28
4	1	220	49	0.23	6.28
4	2	79	-100	3.49	3.14
4	3	500	68	2.75	1.57
4	4	650	200	2.29	-1.57
4	5	500	337	0	1.57
4	6	179	49	1.41	6.28
4	7	403	49	0	6.28
4	8	340	49	0.73	6.28
4	9	650	24	4.42	-1.57
4	10	469	-100	0	3.14
4	11	354	-100	1.15	3.14
4	12	500	212	2.14	1.57
4	13	650	-40	2.14	-1.57
4	14	500	290	1.85	1.57
